campaign_id,date,channel,campaign_name,country,segment,impressions,clicks,conversions,spend,revenue
CAMP-03745,2025-10-01,email,Expanded discrete utilization Email NE,Netherlands,returning,23343,2261,95,748.29,11933.49
CAMP-02027,2025-04-24,display,Multi-channeled leadingedge interface Display NE,Netherlands,returning,13069,35,1,,112.69
CAMP-04235,2024-06-28,social,Down-sized scalable model Social IT,Italy,returning,14684,752,25,1725.55,2647.95
CAMP-01918,2026-03-05,search,Exclusive 24/7 neural-net Search IT,Italy,vip,59760,5716,226,353.76,31258.96
CAMP-01829,2024-09-18,email,Inverse didactic extranet Email FR,France,vip,7988,1850,77,545.23,9195.64
CAMP-01574,2025-06-14,display,Switchable homogeneous Graphic Interface Display GE,Germany,new,42903,73,0,1607.4,0.0
CAMP-04439,2025-07-01,social,Fundamental interactive capability Social GE,Germany,new,9041,238,5,1628.92,607.05
CAMP-04209,2026-01-05,social,Self-enabling interactive database Social FR,France,returning,16045,981,28,2003.72,2533.38
CAMP-00225,2026-04-10,search,Customer-focused hybrid methodology Search FR,France,returning,120645,12113,321,889.31,26504.01
CAMP-00724,2025-10-23,search,Vision-oriented holistic circuit Search NE,Netherlands,vip,4390,317,9,1486.91,1179.05
CAMP-04531,2026-02-23,search,Synchronized zero administration artificial intelligence Search IT,Italy,vip,66215,2168,103,1469.56,13409.77
CAMP-01142,2024-10-26,search,Visionary 6thgeneration attitude Search FR,France,new,59620,1720,71,2042.02,10431.22
CAMP-02763,2025-07-17,social,Multi-layered needs-based projection Social NE,Netherlands,new,8849,450,16,564.02,2030.76
CAMP-00847,2024-12-01,search,Multi-channeled interactive groupware Search GE,Germany,new,78400,5826,218,1296.68,26954.69
CAMP-02552,2024-07-03,display,Organic mission-critical structure Display SP,Spain,vip,19410,42,0,865.17,0.0
CAMP-02929,2026-02-10,social,Open-architected coherent parallelism Social NE,Netherlands,vip,47731,2177,90,288.43,13138.24
CAMP-00118,2025-03-30,search,Cloned coherent monitoring Search FR,France,new,56094,5880,46,1361.67,6504.59
CAMP-00646,2025-11-11,email,Networked system-worthy hardware Email NE,Netherlands,vip,14064,2276,97,2106.21,8577.43
CAMP-00004,2025-06-23,email,Compatible grid-enabled success Email NE,Netherlands,returning,9900,1385,31,303.76,4183.83
CAMP-04171,2025-09-10,social,User-friendly tertiary frame Social IT,Italy,vip,24889,1265,50,,6028.34
CAMP-00468,2025-12-18,search,Exclusive 24/7 forecast Search NE,Netherlands,returning,56352,8070,177,1948.33,18534.29
CAMP-00006,2025-05-02,social,Enhanced stable intranet Social GE,Germany,vip,8776,450,14,748.94,1551.35
CAMP-00920,2024-07-29,social,Enterprise-wide composite process improvement Social IT,Italy,returning,6674,340,7,875.93,881.2
CAMP-02596,2026-01-20,search,Grass-roots well-modulated open system Search GE,Germany,new,31221,2710,102,832.03,11433.46
CAMP-01064,2025-07-26,email,Proactive mobile product Email SP,Spain,new,13667,3054,93,592.91,8265.94
CAMP-02591,2025-02-27,display,Front-line transitional implementation Display SP,Spain,vip,55669,51,1,1011.8,131.15
CAMP-00243,2025-03-27,email,Multi-tiered grid-enabled archive Email SP,Spain,new,5050,460,18,4740.28,2205.96
CAMP-01161,2025-02-11,search,Diverse mission-critical Graphic Interface Search IT,Italy,returning,16581,547,12,,1383.1
CAMP-02871,2024-12-18,display,Compatible 6thgeneration artificial intelligence Display FR,France,vip,45713,137,4,1726.82,477.14
CAMP-03736,2025-12-11,display,Re-engineered value-added benchmark Display GE,Germany,returning,38716,109,3,1276.31,353.65
CAMP-02398,2025-10-18,email,Intuitive empowering encoding Email GE,Germany,new,22626,5029,215,1502.55,22230.66
CAMP-03518,2026-01-12,email,Programmable system-worthy architecture Email SP,Spain,new,30616,6684,94,1478.21,13523.44
CAMP-03422,2025-07-28,email,Balanced demand-driven middleware Email NE,,returning,59302,11142,252,1170.4,30670.53
CAMP-02564,2026-04-06,display,Implemented systematic architecture Display IT,Italy,vip,35575,49,2,626.72,274.46
CAMP-01606,2025-01-23,email,Integrated upward-trending challenge Email IT,Italy,new,27172,5847,163,1522.03,14254.96
CAMP-04878,2025-10-24,display,Cross-group radical framework Display SP,Spain,new,13866,20,0,1696.71,0.0
CAMP-02325,2025-11-08,social,Secured 24/7 definition Social FR,France,vip,26966,1256,48,389.27,4099.71
CAMP-02710,2026-04-26,search,Multi-tiered disintermediate software Search SP,Spain,vip,44403,3561,106,729.45,9158.31
CAMP-04443,2025-06-26,social,Fundamental multimedia access Social SP,Spain,new,18095,868,12,,1363.05
CAMP-01313,2024-08-03,social,Cloned foreground architecture Social SP,Spain,vip,68001,2288,90,1029.0,10336.58
CAMP-03449,2024-07-30,email,Robust encompassing moratorium Email IT,Italy,returning,17264,3592,158,752.5,23220.83
CAMP-03813,2025-01-06,email,Versatile web-enabled alliance Email FR,,returning,35366,5762,117,3126.1,13487.61
CAMP-04703,2026-03-01,email,Cloned analyzing infrastructure Email NE,Netherlands,new,10852,3327,115,809.39,11398.99
CAMP-02363,2026-05-07,social,Compatible intermediate capacity Social GE,Germany,vip,7309,300,8,1618.88,1042.92
CAMP-01976,2024-06-11,search,Robust modular framework Search SP,Spain,vip,55145,2771,110,855.39,12290.41
CAMP-03515,2026-01-26,search,Phased encompassing strategy Search FR,France,vip,19685,1554,49,3419.83,5622.57
CAMP-01762,2025-10-11,email,Down-sized grid-enabled service-desk Email GE,Germany,new,16921,3663,50,,5595.08
CAMP-02740,2024-11-06,display,Quality-focused zero administration matrices Display IT,,returning,77937,173,5,1828.63,590.92
CAMP-04707,2026-02-28,display,Total optimizing complexity Display SP,Spain,returning,12745,25,0,826.25,0.0
CAMP-02473,2024-10-21,display,Open-architected global capacity Display FR,France,returning,29907,106,3,370.72,380.59
CAMP-04008,2025-02-05,email,Upgradable static orchestration Email NE,Netherlands,returning,26870,6660,179,804.22,14391.27
CAMP-01494,2024-07-16,display,Multi-layered even-keeled middleware Display IT,Italy,new,14033,44,1,686.15,129.15
CAMP-04207,2025-02-20,social,Quality-focused uniform customer loyalty Social SP,Spain,vip,17022,522,19,1285.88,1671.55
CAMP-02159,2024-10-05,email,Seamless 24/7 data-warehouse Email FR,France,vip,11845,2038,109,1939.01,12866.82
CAMP-01170,2024-11-29,social,Synergistic dynamic solution Social GE,Germany,vip,6936,178,5,1217.17,561.3
CAMP-04562,2024-11-18,display,Open-source coherent attitude Display GE,Germany,returning,52639,87,1,2245.41,118.26
CAMP-00233,2025-05-15,social,Progressive high-level strategy Social IT,Italy,vip,24564,1128,35,,4018.08
CAMP-00067,2026-02-02,social,Organic dedicated firmware Social NE,Netherlands,new,21533,781,25,1014.26,3663.56
CAMP-01604,2025-02-25,display,Networked cohesive matrix Display GE,Germany,returning,30894,92,3,1781.64,366.97
CAMP-03284,2025-10-24,social,Total even-keeled benchmark Social FR,France,vip,17172,1101,21,893.22,1712.54
CAMP-03597,2025-08-26,display,Future-proofed discrete utilization Display GE,Germany,new,38923,95,4,2144.18,477.18
CAMP-00126,2026-02-23,search,Proactive 24/7 matrices Search NE,Netherlands,vip,25798,1721,68,1966.74,8491.86
CAMP-01297,2025-05-21,search,Front-line maximized matrices Search GE,Germany,returning,22383,2058,72,1612.24,8767.48
CAMP-01977,2026-02-04,display,User-friendly impactful encoding Display SP,Spain,vip,24731,53,1,1067.39,136.59
CAMP-04563,2025-04-01,social,Assimilated explicit artificial intelligence Social SP,Spain,new,6373,242,7,1838.77,991.32
CAMP-04527,2024-11-10,display,Distributed didactic structure Display FR,France,vip,59059,75,3,2360.02,331.09
CAMP-02076,2024-11-22,display,Exclusive discrete parallelism Display FR,France,returning,34300,103,4,1319.02,380.29
CAMP-03087,2024-09-05,display,Persistent executive hub Display IT,Italy,vip,65417,108,3,1174.43,292.97
CAMP-04871,2024-07-22,search,Centralized neutral emulation Search SP,Spain,vip,11613,547,27,2136.9,3050.23
CAMP-03346,2025-12-30,social,Fundamental bottom-line frame Social GE,Germany,new,30199,1104,48,1700.37,5012.99
CAMP-04510,2024-07-07,email,Intuitive clear-thinking groupware Email NE,Netherlands,returning,3412,697,38,2480.48,3277.93
CAMP-02798,2024-09-17,search,Face-to-face eco-centric approach Search SP,Spain,returning,64463,2338,57,856.4,6052.14
CAMP-00919,2025-10-26,social,Face-to-face motivating methodology Social SP,Spain,returning,10450,139,6,571.56,758.14
CAMP-01647,2025-12-01,email,Pre-emptive client-server superstructure Email SP,Spain,new,16891,3555,99,1518.26,11407.24
CAMP-00365,2025-02-05,display,Vision-oriented discrete concept Display SP,Spain,new,33404,63,1,2202.01,84.45
CAMP-03288,2024-12-24,social,Extended 6thgeneration circuit Social IT,Italy,returning,9907,493,15,471.86,2155.74
CAMP-02126,2024-07-12,email,Virtual clear-thinking orchestration Email GE,Germany,vip,65641,13003,361,2526.52,49537.74
CAMP-04124,2024-11-02,social,Secured background migration Social FR,France,vip,15726,780,21,1259.63,3004.28
CAMP-00526,2024-12-23,email,Devolved needs-based conglomeration Email IT,Italy,vip,6464,1423,44,3123.73,4017.0
CAMP-00056,2025-07-31,email,Persevering multi-state process improvement Email FR,France,vip,13179,1708,29,1029.6,3200.72
CAMP-00639,2026-02-27,email,Enterprise-wide actuating project Email FR,France,vip,15641,3400,58,3045.77,7694.74
CAMP-00303,2025-10-26,search,Re-engineered actuating help-desk Search SP,Spain,new,97794,7873,260,3045.22,31544.33
CAMP-02767,2025-12-07,display,Adaptive tertiary support Display FR,France,vip,18718,28,0,4585.98,0.0
CAMP-01277,2024-12-26,social,Seamless transitional concept Social FR,France,new,28650,949,28,1945.9,3132.78
CAMP-02056,2025-06-21,search,Synergistic multi-state complexity Search GE,Germany,returning,26296,2622,116,1151.51,12793.06
CAMP-03645,2024-09-22,social,Proactive optimal support Social SP,Spain,vip,3730,100,3,605.21,426.93
CAMP-04144,2025-09-17,display,Progressive tangible knowledge user Display NE,Netherlands,vip,62421,124,3,1326.06,410.1
CAMP-02879,2025-09-19,email,Open-architected empowering product Email SP,Spain,returning,7337,1364,50,2723.87,6315.17
CAMP-04203,2024-11-05,display,Business-focused systemic portal Display NE,Netherlands,new,62937,180,3,546.99,309.25
CAMP-02287,2025-10-04,social,Multi-channeled systemic database Social IT,Italy,new,29071,1426,58,965.71,5251.97
CAMP-02262,2026-01-30,display,Streamlined grid-enabled flexibility Display GE,Germany,new,53378,117,4,1212.05,546.38
CAMP-02297,2024-10-28,search,Re-contextualized national structure Search GE,Germany,new,116345,7665,215,4034.81,29095.75
CAMP-01754,2024-09-24,search,Re-contextualized cohesive solution Search SP,Spain,vip,51965,4562,82,1427.92,8197.5
CAMP-01969,2026-02-04,search,Inverse bandwidth-monitored Graphic Interface Search FR,France,vip,22012,1882,71,706.71,8307.57
CAMP-04396,2026-02-13,search,Optional client-server structure Search GE,Germany,returning,11121,851,20,,2287.59
CAMP-03118,2025-09-24,display,Vision-oriented motivating hierarchy Display IT,Italy,returning,21129,24,0,2302.48,0.0
CAMP-02394,2024-07-20,email,Switchable modular hardware Email GE,Germany,vip,5628,571,16,1987.3,1858.06
CAMP-00524,2025-01-25,email,Operative executive Local Area Network Email SP,Spain,vip,17896,4039,128,1210.51,16945.27
CAMP-03901,2025-03-18,social,Synergized 24hour system engine Social GE,Germany,returning,62614,1237,23,1743.9,3185.87
CAMP-03123,2025-07-10,email,Multi-layered multimedia software Email GE,Germany,returning,14270,3139,87,1526.41,8956.22
CAMP-04157,2025-11-12,display,Down-sized composite standardization Display IT,Italy,new,21339,22,0,2453.7,0.0
CAMP-01970,2025-06-07,display,Front-line analyzing standardization Display NE,Netherlands,vip,32893,80,2,2085.05,297.09
CAMP-00672,2025-05-13,email,Upgradable user-facing attitude Email FR,France,returning,11541,2409,64,1081.88,5485.56
CAMP-04189,2024-10-31,search,Reverse-engineered responsive website Search NE,Netherlands,vip,25843,2587,111,901.52,9574.01
CAMP-00667,2024-08-01,display,Distributed even-keeled solution Display NE,Netherlands,returning,16952,27,0,1804.64,0.0
CAMP-04383,2024-11-16,display,Advanced coherent success Display GE,Germany,vip,12913,22,0,1660.31,0.0
CAMP-01888,2026-05-17,social,Distributed attitude-oriented analyzer Social IT,Italy,new,17258,931,38,313.02,4574.18
CAMP-03267,2025-01-07,email,Re-engineered client-driven access Email SP,Spain,vip,14738,2130,83,668.79,8027.28
CAMP-00281,2026-04-14,social,Networked systematic policy Social SP,Spain,vip,2235,114,1,958.28,105.74
CAMP-01720,2025-09-15,search,Face-to-face explicit support Search NE,Netherlands,vip,92615,6193,347,1846.28,48479.7
CAMP-02948,2024-07-09,email,Object-based optimizing challenge Email FR,France,returning,13120,2225,79,304.36,10726.15
CAMP-00900,2024-06-16,display,Synergized object-oriented paradigm Display FR,France,new,9164,13,0,1730.43,0.0
CAMP-04900,2025-01-19,display,Automated mission-critical implementation Display NE,Netherlands,returning,185372,326,16,1047.59,2194.22
CAMP-00761,2026-04-16,search,Public-key multi-tasking intranet Search FR,France,vip,65192,6139,175,1343.74,24516.7
CAMP-01907,2024-10-07,email,Optimized asymmetric moratorium Email SP,Spain,returning,5553,699,22,1346.6,2553.07
CAMP-04043,2025-03-28,search,Re-contextualized background Local Area Network Search FR,France,new,12721,1286,67,1531.61,8360.53
CAMP-03824,2025-01-07,display,Adaptive value-added pricing structure Display GE,,new,37527,77,2,1074.53,181.45
CAMP-04139,2026-02-26,email,Object-based analyzing alliance Email FR,France,vip,8399,1244,26,3118.64,2124.08
CAMP-03819,2024-07-09,display,Reverse-engineered high-level service-desk Display IT,,vip,58358,90,3,4406.61,292.39
CAMP-04301,2024-09-02,email,Seamless encompassing challenge Email GE,Germany,vip,11400,2119,31,855.23,4127.29
CAMP-02594,2025-04-25,email,Cross-platform local Graphical User Interface Email IT,Italy,returning,9794,1693,77,1610.51,10329.27
CAMP-04165,2025-11-17,display,Organic local neural-net Display FR,France,new,3637,5,0,1930.06,0.0
CAMP-03032,2026-02-17,display,Implemented holistic projection Display GE,Germany,returning,61775,69,0,2515.17,0.0
CAMP-03580,2025-10-06,display,Assimilated human-resource concept Display NE,Netherlands,vip,22364,45,1,889.49,101.23
CAMP-02833,2026-02-09,email,Face-to-face static core Email GE,Germany,returning,43242,8034,217,862.94,23126.94
CAMP-03473,2026-05-08,display,Implemented intangible open architecture Display SP,Spain,vip,290090,383,9,1495.48,1269.2
CAMP-00138,2025-01-21,display,Intuitive 24/7 throughput Display SP,Spain,returning,19418,46,1,1203.54,93.35
CAMP-02181,2026-05-09,search,Advanced didactic initiative Search FR,France,returning,15209,966,22,937.89,2555.87
CAMP-02129,2024-12-22,display,Implemented national application Display IT,Italy,vip,11023,23,0,981.49,0.0
CAMP-03178,2025-02-02,social,Phased leadingedge website Social GE,Germany,new,25899,998,26,1308.85,3190.76
CAMP-04412,2026-03-10,social,Profit-focused leadingedge flexibility Social IT,Italy,new,18585,618,24,975.26,3528.67
CAMP-04262,2025-11-18,display,Synchronized composite conglomeration Display IT,Italy,new,36302,105,3,526.86,272.81
CAMP-04345,2026-04-29,display,Realigned impactful middleware Display IT,Italy,returning,3718,7,0,1168.29,0.0
CAMP-01332,2025-08-25,social,Devolved secondary parallelism Social FR,France,returning,37707,1041,29,746.64,4276.55
CAMP-02018,2026-04-22,social,Upgradable full-range moderator Social FR,France,vip,9638,358,10,961.75,1087.24
CAMP-02483,2026-01-18,email,Function-based grid-enabled product Email GE,Germany,new,20011,2034,44,533.53,4879.88
CAMP-01359,2024-10-22,email,Optimized secondary Graphical User Interface Email FR,France,new,6865,1493,37,593.51,4043.78
CAMP-01330,2026-01-31,search,Realigned responsive policy Search IT,Italy,vip,8376,722,15,1310.19,1887.69
CAMP-02151,2025-01-02,search,Proactive intermediate secured line Search NE,Netherlands,returning,25321,809,19,613.46,1787.16
CAMP-02123,2026-02-18,search,Decentralized encompassing secured line Search IT,Italy,new,53707,4367,130,2248.4,13926.85
CAMP-03982,2026-03-27,display,Distributed regional knowledge user Display FR,France,returning,5193,7,0,485.4,0.0
CAMP-01253,2024-08-07,display,Polarized eco-centric Graphic Interface Display FR,France,vip,28163,58,2,444.11,167.89
CAMP-03279,2025-09-28,email,Ergonomic non-volatile hierarchy Email SP,Spain,returning,13212,1744,50,970.43,5551.62
CAMP-03375,2025-01-14,email,Right-sized client-server emulation Email SP,,returning,13672,2337,73,,9840.73
CAMP-02815,2025-01-01,email,Virtual directional orchestration Email IT,Italy,returning,9253,2045,30,,2408.81
CAMP-01849,2025-07-09,social,Optimized human-resource algorithm Social GE,Germany,returning,19862,639,5,877.65,526.38
CAMP-03038,2025-08-28,email,Persistent bifurcated parallelism Email IT,Italy,vip,30034,1748,68,1040.28,9755.09
CAMP-00389,2024-08-10,social,Synergized transitional approach Social FR,France,new,12160,604,22,384.09,2331.61
CAMP-00236,2024-08-15,display,Pre-emptive logistical artificial intelligence Display GE,Germany,returning,19588,42,1,942.53,134.77
CAMP-01078,2026-04-19,social,Synchronized object-oriented encryption Social FR,France,new,34823,975,9,2110.29,984.76
CAMP-01985,2024-10-17,display,Polarized 6thgeneration extranet Display FR,France,vip,17363,26,0,1429.47,0.0
CAMP-04364,2024-11-10,search,Intuitive regional Graphical User Interface Search SP,Spain,vip,30845,2513,35,1657.97,4440.24
CAMP-03963,2025-02-08,social,Quality-focused executive Graphical User Interface Social SP,Spain,vip,17802,490,13,1065.76,1531.19
CAMP-00771,2026-05-09,social,Customizable discrete circuit Social NE,Netherlands,vip,4889,118,3,305.04,332.54
CAMP-02166,2025-09-29,display,Optimized executive ability Display IT,Italy,returning,374604,856,25,2410.56,3603.82
CAMP-00674,2025-07-23,search,Exclusive upward-trending adapter Search FR,France,new,43273,3541,163,3535.77,18748.18
CAMP-00250,2024-08-09,social,Proactive next generation challenge Social SP,Spain,new,8908,363,12,1192.17,1465.35
CAMP-01575,2025-06-07,email,Versatile explicit Local Area Network Email NE,Netherlands,vip,24309,4722,203,1086.5,21954.64
CAMP-03420,2026-01-28,email,Function-based responsive benchmark Email IT,Italy,vip,9658,1796,59,264.87,6645.07
CAMP-02082,2025-09-06,email,Team-oriented tertiary benchmark Email IT,Italy,new,8207,2360,94,833.46,12510.57
CAMP-01824,2025-06-12,email,Secured tangible protocol Email SP,Spain,vip,34278,4703,148,958.09,17354.95
CAMP-00717,2024-06-10,display,Mandatory clear-thinking array Display SP,Spain,vip,33216,50,1,855.62,94.16
CAMP-04716,2026-04-02,search,Automated web-enabled process improvement Search NE,Netherlands,returning,93229,6896,315,1223.87,26932.5
CAMP-02049,2026-05-15,social,Profit-focused national capacity Social GE,Germany,vip,60831,3203,128,2210.89,12859.31
CAMP-04179,2024-08-02,email,Enterprise-wide optimizing architecture Email GE,Germany,new,49587,6533,190,,26069.54
CAMP-02725,2025-12-06,search,Reverse-engineered exuding complexity Search IT,Italy,returning,84330,5745,95,1928.77,13221.48
CAMP-04567,2025-08-21,display,Decentralized cohesive Graphical User Interface Display NE,Netherlands,vip,11815,15,0,,0.0
CAMP-01461,2025-03-24,search,Operative executive throughput Search FR,France,returning,64330,4785,177,1747.88,21677.26
CAMP-01669,2025-02-19,search,Enhanced high-level frame Search GE,Germany,new,39394,4567,122,2035.61,17349.44
CAMP-02757,2025-12-20,search,Multi-lateral cohesive strategy Search IT,Italy,new,25761,2110,65,618.04,7890.9
CAMP-02001,2025-12-05,social,Profit-focused cohesive ability Social FR,France,vip,15262,540,20,2737.45,2314.37
CAMP-00405,2025-12-03,social,Multi-tiered secondary encryption Social NE,Netherlands,new,16574,585,19,892.55,1886.77
CAMP-00385,2025-07-13,social,Virtual 3rdgeneration complexity Social IT,Italy,new,13052,489,14,354.56,1685.66
CAMP-04538,2025-11-27,email,Multi-tiered content-based capacity Email FR,France,returning,8975,1167,50,1764.19,5871.12
CAMP-02153,2025-09-07,social,Total mobile customer loyalty Social NE,Netherlands,new,14746,319,9,654.41,1086.53
CAMP-01634,2025-10-19,email,Open-source stable benchmark Email GE,Germany,vip,16249,3790,138,4388.56,11927.27
CAMP-04632,2024-12-25,social,Public-key well-modulated encoding Social NE,Netherlands,returning,10147,414,5,858.66,654.95
CAMP-03926,2026-02-03,social,Reverse-engineered tangible task-force Social FR,France,vip,15144,370,5,1308.01,649.16
CAMP-04159,2026-04-10,display,Persistent homogeneous focus group Display NE,Netherlands,vip,10953,37,1,1276.32,131.9
CAMP-00224,2025-09-06,display,Compatible 3rdgeneration portal Display SP,Spain,new,6794,14,0,2298.96,0.0
CAMP-02194,2025-02-09,social,Front-line multimedia application Social FR,France,vip,17126,765,31,1046.28,3016.3
CAMP-03137,2025-09-15,email,Programmable clear-thinking contingency Email SP,Spain,new,9058,575,12,778.96,1427.55
CAMP-01825,2025-01-19,display,Mandatory optimizing product Display SP,Spain,vip,78994,96,1,1552.07,82.13
CAMP-04658,2025-02-02,display,Face-to-face tertiary concept Display NE,Netherlands,returning,24464,63,2,812.54,284.7
CAMP-00798,2024-08-12,social,Advanced coherent service-desk Social GE,Germany,new,5007,279,9,572.14,1233.06
CAMP-02872,2025-09-17,search,Persevering methodical matrix Search IT,Italy,returning,10265,1236,32,1402.7,3802.85
CAMP-00010,2024-08-13,display,Optimized reciprocal time-frame Display SP,Spain,returning,12365,18,0,1188.75,0.0
CAMP-01945,2025-07-09,email,Optimized reciprocal superstructure Email GE,Germany,returning,6945,1279,56,1432.22,4845.85
CAMP-01839,2024-12-28,display,Devolved multi-state matrix Display SP,Spain,returning,15288,33,1,519.55,88.98
CAMP-00256,2025-09-24,social,Synchronized context-sensitive implementation Social SP,Spain,new,31483,1872,27,,2898.81
CAMP-04554,2025-12-15,email,Function-based encompassing encoding Email NE,Netherlands,vip,13655,1579,44,1653.29,3653.53
CAMP-01582,2025-04-19,social,Reactive encompassing time-frame Social FR,France,new,24913,1312,44,953.39,3841.46
CAMP-02957,2025-10-03,display,Balanced client-server core Display SP,Spain,vip,13359,29,1,1695.09,94.56
CAMP-00925,2025-08-12,email,Optional fresh-thinking solution Email NE,Netherlands,new,18704,4878,122,813.59,11333.48
CAMP-04474,2024-08-30,display,Enhanced local archive Display SP,Spain,vip,21558,44,0,1325.14,0.0
CAMP-02509,2026-04-16,display,Digitized bi-directional extranet Display IT,Italy,new,35999,81,3,1695.31,350.29
CAMP-03776,2025-03-22,display,Realigned mission-critical circuit Display GE,Germany,returning,20168,38,1,,120.2
CAMP-04137,2025-06-28,email,Mandatory coherent support Email GE,Germany,returning,12264,3009,87,2687.6,9313.76
CAMP-02780,2024-10-15,search,Versatile exuding focus group Search SP,Spain,new,48293,6115,231,660.44,26135.49
CAMP-00540,2025-12-12,social,Team-oriented empowering definition Social SP,Spain,vip,6282,199,3,453.71,254.43
CAMP-02746,2024-09-06,email,Customizable secondary firmware Email SP,Spain,vip,14768,1471,55,684.35,6572.71
CAMP-04544,2025-12-24,email,Expanded optimal definition Email SP,,vip,7682,657,15,843.53,1333.99
CAMP-04617,2024-10-03,email,Digitized disintermediate Graphic Interface Email SP,Spain,vip,18709,1834,37,2276.29,4521.82
CAMP-01146,2026-02-18,display,Re-engineered system-worthy firmware Display FR,France,new,54689,129,4,1138.13,553.79
CAMP-04469,2025-10-07,display,Horizontal attitude-oriented initiative Display IT,Italy,new,40006,88,2,1995.02,247.77
CAMP-00668,2024-11-30,social,Self-enabling actuating budgetary management Social GE,Germany,returning,9728,493,19,3020.16,2322.19
CAMP-03020,2024-06-13,email,Multi-channeled system-worthy firmware Email SP,Spain,new,8702,1624,41,1974.76,5053.75
CAMP-00358,2025-11-21,display,User-centric context-sensitive Internet solution Display SP,Spain,returning,9284,5,0,2122.52,0.0
CAMP-02832,2025-01-11,display,Proactive intermediate knowledgebase Display IT,,new,38572,103,1,715.11,108.61
CAMP-02784,2025-09-02,social,Pre-emptive zero-defect approach Social FR,France,returning,11356,349,11,340.57,1389.12
CAMP-01354,2024-12-21,email,Synergistic content-based moratorium Email NE,Netherlands,vip,6457,1612,57,5035.33,7521.38
CAMP-00471,2025-09-12,email,Operative bi-directional projection Email GE,Germany,returning,2158,411,14,1397.69,1445.55
CAMP-02704,2026-02-05,search,Multi-layered dedicated process improvement Search GE,Germany,vip,14513,2136,68,1374.33,5970.98
CAMP-03331,2025-09-14,email,Multi-layered fault-tolerant encryption Email IT,Italy,vip,5603,835,35,1194.07,3592.69
CAMP-03638,2025-03-17,social,Automated maximized capacity Social GE,Germany,vip,9010,289,6,695.29,756.57
CAMP-01397,2025-10-22,display,Optimized static Graphical User Interface Display FR,France,returning,29747,38,0,1118.16,0.0
CAMP-03585,2024-09-24,email,Devolved clear-thinking project Email SP,Spain,returning,7449,1315,53,1622.63,7810.43
CAMP-04532,2026-01-17,display,Centralized fresh-thinking function Display FR,France,new,66402,103,3,810.57,350.69
CAMP-03377,2025-09-17,search,Optimized client-server adapter Search FR,France,new,14539,926,37,1017.93,3854.09
CAMP-01257,2026-03-16,email,Front-line cohesive superstructure Email SP,Spain,vip,26052,6403,333,885.67,27534.21
CAMP-03513,2026-03-12,email,Exclusive static infrastructure Email FR,France,vip,3109,786,6,936.08,616.72
CAMP-01251,2024-07-18,display,Future-proofed value-added artificial intelligence Display NE,Netherlands,returning,53273,79,4,,569.11
CAMP-04857,2026-02-19,email,User-friendly coherent approach Email SP,Spain,vip,18477,3691,61,3508.4,8489.5
CAMP-04299,2024-06-26,email,Visionary methodical infrastructure Email FR,France,returning,31960,6615,124,424.41,17004.54
CAMP-03285,2025-04-15,search,Switchable tertiary circuit Search GE,Germany,returning,28478,2129,57,1260.17,7449.67
CAMP-02934,2024-08-01,email,Business-focused maximized methodology Email NE,Netherlands,vip,6267,1310,13,1361.82,1519.04
CAMP-04176,2025-02-03,display,Balanced web-enabled initiative Display IT,Italy,returning,20766,18,0,1373.38,0.0
CAMP-01853,2025-12-23,social,Assimilated mission-critical groupware Social SP,Spain,returning,19365,845,16,1594.01,2324.6
CAMP-04919,2024-09-02,search,Phased multimedia task-force Search NE,Netherlands,returning,28830,2028,56,1027.44,5758.31
CAMP-02106,2025-09-12,social,Multi-tiered dedicated capability Social IT,Italy,vip,11496,180,2,1691.24,242.95
CAMP-00134,2025-06-25,social,Enhanced dynamic attitude Social SP,Spain,returning,11373,540,23,671.1,2568.07
CAMP-00929,2026-03-18,display,Visionary object-oriented architecture Display GE,Germany,vip,22833,29,1,1408.96,147.39
CAMP-00824,2025-08-24,social,Pre-emptive optimizing flexibility Social FR,France,returning,16649,1033,18,1498.67,1706.8
CAMP-04589,2024-11-18,email,Multi-channeled clear-thinking capability Email GE,Germany,new,5013,642,24,1314.34,2684.13
CAMP-01532,2024-08-25,search,Integrated exuding support Search SP,Spain,new,12892,778,33,618.48,3489.73
CAMP-01215,2026-04-10,social,Diverse eco-centric hub Social NE,Netherlands,returning,15199,531,5,2608.8,527.26
CAMP-00505,2024-05-19,search,Enhanced impactful ability Search SP,Spain,new,57391,4505,185,897.45,17241.6
CAMP-04286,2025-06-04,social,Networked incremental infrastructure Social FR,France,new,6753,396,14,4085.84,1658.07
CAMP-01997,2024-12-02,search,Adaptive responsive project Search FR,France,new,10656,921,38,426.41,5329.87
CAMP-03073,2026-02-15,display,Compatible analyzing forecast Display FR,France,vip,44341,84,2,441.27,278.65
CAMP-01959,2025-06-19,email,Inverse real-time service-desk Email NE,Netherlands,new,20670,5735,103,849.0,13951.92
CAMP-01385,2025-12-05,social,Reverse-engineered interactive hub Social SP,Spain,returning,15995,573,12,1343.0,1543.65
CAMP-00895,2025-01-30,search,Balanced intangible initiative Search FR,France,new,11078,830,34,438.65,4016.63
CAMP-00456,2024-08-05,email,Virtual multi-tasking instruction set Email FR,France,vip,13815,2734,70,415.54,8508.45
CAMP-04684,2025-05-12,display,Multi-lateral tangible functionalities Display GE,Germany,new,38898,68,1,376.88,108.4
